,Unnamed: 0,coder,date,newsnm,rptmm,rptdd,rptyy,evmm,evdd,evyy,days,eventid,stories,title,followup,who,what,where,against,purpose,whysm,page,section,paragrph,staten,state1,state2,state3,state4,cityn,city1,city2,neighn,neighbr,particd,particex,partices,groups,igrp1c1,igrp1c2,igrp2c1,igrp2c2,igrp3c1,igrp3c2,targd,targnum,targ1,targ2,ertarg1,ertarg2,smonamed,smonum,smoname1,smoname2,smoname3,smoname4,claim1,val1,claim2,val2,claim3,val3,claim4,val4,form1,form2,form3,form4,act1,act2,act3,act4,viold,violtype,counterd,police1,police2,police3,police4,arrestd,arrestex,arrestes,propdam,dollars,injury,deaths,d_eventid,flag_followup,injprot,injprot_est,injby,injby_est,injpol,injpol_est,injoth,injoth_est,dthprot,dthprot_est,dthby,dthby_est,dthpol,dthpol_est,dthoth,dthoth_est,agenda_code,matchtext,textfile
42,19164,BELINDA SICHULA,15504,NYT,2,7,1987,2,6,1987,1,8702019,1,"NEWTON, MASS, RACIAL ATTACK IGNITED BY THE THEFT OF DRUGS",0,POLICE REPRESENTATIVE,NEWS CONFERENCE,"NEWTON, MASS",WHITES WHO ATTACKED BLACK STUDENTS,"ANTI-RACISM, ANTI-HATE CRIMES","COLLECTIVE, CLAIMS MADE, PUBLIC",16,1,15,1,MA,,,,1,NEWTON,,-999,,0,-999,1,1,1800,-999,-999,-999,-999,-999,1,1,2,-999,-999,-999,0,-999,,,,,2504,1,-999,-999,-999,-999,-999,-999,15,-999,-999,-999,34,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,201,newton mass racial attack ignited by the theft of drugs,1987/02/07/0010989.xml
45,19167,BELINDA SICHULA,15504,NYT,2,8,1987,2,7,1987,1,8702022,1,300 MARCH AT BROOKLYN PRECINCT,0,RESIDENTS,"MARCH, ENDING IN RALLY","FROM BEDFORD-STUYVESANT IN BROOKLYN TO 79TH PRECINCT NYC, NY",POLICE,PROTEST POLICE NOT ARRESTING DRUG DEALERS IN BLACK NEIGHBORHOODS,"COLLECTIVE, CLAIMS MADE, PUBLIC",42,7,4,1,NY,,,,1,BROOKLYN,,1,BEDFORD-STUYVESANT,1,300,-999,1,1500,-999,-999,-999,-999,-999,1,1,1,-999,-999,-999,0,-999,,,,,1326,1,-999,-999,-999,-999,-999,-999,2,1,-999,-999,22,28,27,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1203,300 march at brooklyn precinct,1987/02/08/0011412.xml
46,19168,BELINDA SICHULA,15504,NYT,2,8,1987,2,7,1987,1,8702023,1,INMATES IN SOLITARY SUE MASSCHUSETTS ON RIGHTS,0,INMATES AT CEDAR JUNCTION PRISON AND NORFOLK PRISON,LAWSUIT,"BOSTON, MA",PRISONS,PROTEST UNLAWFUL USE OF SOLITARY CONFINEMENT,"COLLECTIVE, CLAIMS MADE, PUBLIC",48,1,18,1,MA,,,,1,BOSTON,,-999,,1,110,-999,1,1700,600,-999,-999,-999,-999,1,1,1,-999,-999,-999,0,-999,,,,,1344,1,-999,-999,-999,-999,-999,-999,18,-999,-999,-999,97,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1205,inmates in solitary sue masschusetts on rights,1987/02/08/0011356.xml
47,19169,BELINDA SICHULA,15504,NYT,2,9,1987,2,8,1987,1,8702024,1,CONDOMS HANDED OUT DURING CHURCH SERVICE,0,MEMBERS OF UNITARIAN UNIVERSALIST CHURCH,HANDED OUT CONDOMS DURING CHURCH SERVICE,"WILLIAMSVILLE, NY",,PROTEST SPREAD OF AIDS,"COLLECTIVE, CLAIMS MADE, PUBLIC",2,2,6,1,NY,,,,1,WILLIAMSVILLE,,-999,,1,250,-999,1,1100,-999,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,1,1,UNITARIAN UNIVERALIST CHURCH OF AMHERST,,,,1351,3,-999,-999,-999,-999,-999,-999,10,-999,-999,-999,33,-999,-999,-999,0,-999,1,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3100,condoms handed out during church service,1987/02/09/0011768.xml
48,19170,BELINDA SICHULA,15504,NYT,2,9,1987,-999,-999,1984,1000,8702025,5,BITTER FIGHT IS PREDICTED IN DAILY NEWS RACIAL DISCRIMINATION TRIAL,1,BLACK JOURNALISTS,LAWSUIT,"NYC, NY",THE DAILY NEWS,PROTESTING RACIAL DISCRIMINATION IN SALARY AND PROMOTION,"COLLECTIVE, CLAIMS MADE, PUBLIC",2,2,116,1,NY,,,,1,NEW YORK,,-999,,1,4,-999,1,401,100,-999,-999,-999,-999,1,1,2,-999,-999,-999,0,-999,,,,,2300,2,-999,-999,-999,-999,-999,-999,18,-999,-999,-999,97,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,201,bitter fight is predicted in daily news racial discrimination trial,1987/02/09/0011746.xml
49,19171,BELINDA SICHULA,15504,NYT,2,10,1987,12,28,1986,1,8702026,1,EXPECT MORE RACISM,1,PROTESTERS OF HOWARD BEACH,MARCH WITH SILENT PRAYER OUTSIDE PIZZERIA WHERE HB CHASE BEGAN,"HOWARD BEACH, QUEENS, NYC, NY",RACISTS,PROTEST HOWARD BEACH INCIDENT,"COLLECTIVE, CLAIMS MADE, PUBLIC",4,2,1,1,NY,,,,1,NEW YORK,,1,"HOWARD BEACH, QUEENS",1,1200,-999,2,401,-999,430,-999,-999,-999,1,1,2,-999,-999,-999,0,-999,,,,,2504,2,-999,-999,-999,-999,-999,-999,2,-999,-999,-999,22,26,21,-999,0,-999,1,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,201,expect more racism,
50,19157,BELINDA SICHULA,15504,NYT,2,11,1987,2,9,1987,1,8702012,2,7 INDICTED IN VIOLENCE AT MARCH,0,BLACKS,PICKET OF OPRAH WINFREY SHOW,"OUTSIDE RESTAURANT WHERE OPRAH WAS BEING AIRED, CUMMING, GA",OPRAH,PROTEST ON HER SHOW ON WHAT HAPPENED IN FORSYTH COUNTY WITH OUT INTERVIEWING ANY BLACKS,"COLLECTIVE, CLAIMS MADE, PUBLIC",22,1,10,1,GA,,,,1,CUMMING,,-999,,0,-999,2,1,401,-999,-999,-999,-999,-999,1,1,2,-999,-999,-999,0,-999,,,,,1519,1,-999,-999,-999,-999,-999,-999,4,-999,-999,-999,20,-999,-999,-999,0,-999,0,1,1,0,0,0,8,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,201,7 indicted in violence at march,1987/02/11/0012350.xml
51,19172,BELINDA SICHULA,15504,NYT,2,12,1987,10,-999,1986,1,8702027,1,TRUSTEES REMARK RENEWS CHARGES OF RACIAL INSENSITIVITY AT WELLESLEY,1,STUDENTS,"DEMONSTRATION, BLOCKED ENTRANCE TO SCHOOL","WELLESLEY, MASS, WELLESLEY COLLEGE",COLLEGE,PROTEST FINANCIAL HOLDINGS IN SOUTH AFRICA,"COLLECTIVE, CLAIMS MADE, PUBLIC",20,1,24,1,MA,,,,1,WELLESLEY,,1,WELLESLEY COLLEGE,0,-999,3,1,800,-999,-999,-999,-999,-999,1,1,3,-999,-999,-999,0,-999,,,,,1006,1,-999,-999,-999,-999,-999,-999,1,5,-999,-999,57,-999,-999,-999,0,-999,0,1,1,0,0,0,50,-999,0,-999,0,0,D-8610056,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1912,trustees remark renews charges of racial insensitivity at wellesley,1987/02/12/0012609.xml
53,19174,BELINDA SICHULA,15504,NYT,2,15,1987,2,14,1987,1,8702029,1,BLACKS MARCH IN ALABAMA,0,BLACKS,RALLY,"OUTSIDE STATE CAPITOL, MONTGOMERY, ALA",MAYOR,PROTEST RACIST COMMITTEE ASSIGNMENTS IN LEGISLATURE,"COLLECTIVE, CLAIMS MADE, PUBLIC",34,1,1,1,AL,,,,1,MONTGOMERY,,-999,,0,-999,3,1,401,-999,-999,-999,-999,-999,1,1,2,-999,-999,-999,0,-999,,,,,1502,1,1336,2,-999,-999,-999,-999,1,-999,-999,-999,20,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,206,blacks march in alabama,1987/02/15/0013450.xml
54,19175,BELINDA SICHULA,15504,NYT,2,16,1987,8,4,1986,1,8702030,1,CONTRA AID PROTESTERS FOUND GUILTY,1,PROTESTERS AGAINST US INVOLVEMENT IN NICARAGUA,"PARADE THROUGHT CAPITOL, WASHINGTON, DC","CAPITOL BUILDING, WASHINGTON, DC",GOVERNMENT,PROTESTING US AID TO NICARAGUAN INSURGENTS,"COLLECTIVE, CLAIMS MADE, PUBLIC",9,1,15,1,DC,,,,1,WASHINGTON,,-999,,1,112,-999,1,1800,-999,-999,-999,-999,-999,1,1,1,-999,-999,-999,0,-999,,,,,741,1,-999,-999,-999,-999,-999,-999,2,-999,-999,-999,22,-999,-999,-999,0,-999,0,1,1,0,0,0,100,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1914,contra aid protesters found guilty,1987/02/16/0013900.xml
55,19176,BELINDA SICHULA,15504,NYT,2,18,1987,2,17,1987,1,8702031,1,"AMID PROTEST, BUMPURS CASE NEARS ITS END",0,BLACKS,INTERRUPTED COURTROOM FOR 25 MINS,"BRONX, NYC, NY",GOVERNMENT,PROTEST CASE WHERE BLACK WOMAN WAS KILLED BY WHITE POLICE,"COLLECTIVE, CLAIMS MADE, PUBLIC",1,2,18,1,NY,,,,1,NEW YORK,,1,BRONX,0,-999,3,1,401,-999,-999,-999,-999,-999,1,1,1,-999,-999,-999,1,1,ELEANOR BUMPURS JUSTICE COMMITTEE,,,,1518,1,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,64,28,59,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,201,amid protest bumpurs case nears its end,1987/02/18/0014363.xml
56,19177,BELINDA SICHULA,15504,NYT,2,18,1987,2,17,1987,1,8702032,1,500 BLACKS BOYCOTT SCHOOLS,0,BLACK STUDENTS,STAYED HOME FROM SCHOOL,"SENATOBIA, MISS",SCHOOL BOARD,PROTEST BOARDS FAILURE TO APPOINT A BLACK AS ASST. SUPERINTENDENT,"COLLECTIVE, CLAIMS MADE, PUBLIC",14,1,1,1,MS,,,,1,SENTOBIA,,-999,,1,500,-999,1,401,800,-999,-999,-999,-999,1,1,3,-999,-999,-999,0,-999,,,,,1505,1,-999,-999,-999,-999,-999,-999,14,-999,-999,-999,54,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,D-8702032,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,201,500 blacks boycott schools,1987/02/18/0014372.xml
58,19180,BELINDA SICHULA,15504,NYT,2,20,1987,2,19,1987,1,8702035,1,SOVIET MISSION IS PROTEST TARGET FOR SHARANSKYS,0,JEWS,DEMONSTRATION,"OUTSIDE SOVIET MISSION EAST 67TH NYC, NY",SOVIET UNION,CIVIL RIGHTS OF SOVIET JEWS,"COLLECTIVE, CLAIMS MADE, PUBLIC",4,2,9,1,NY,,,,1,NEW YORK,,-999,,0,-999,4,1,432,-999,-999,-999,-999,-999,1,1,4,-999,-999,-999,0,-999,,,,,1000,1,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,27,-999,-999,-999,0,-999,0,1,0,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1925,soviet mission is protest target for sharanskys,1987/02/20/0014969.xml
59,19178,BELINDA SICHULA,15504,NYT,2,21,1987,2,19,1987,1,8702033,2,FLORIDA MELEE LAID TO SUSPECTS DEATH,0,YOUTHS,MELEE,"TAMPA, FL",POLICE,ANGRY ABOUT DEATH OF YOUNG BLACK MAN DURING ARREST,"COLLECTIVE, CLAIMS MADE, PUBLIC",5,1,32,1,FL,,,,1,TAMPA,,-999,,1,200,-999,1,700,-999,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,0,-999,,,,,1518,1,-999,-999,-999,-999,-999,-999,12,-999,-999,-999,62,61,55,-999,1,1,0,1,1,1,1,0,14,-999,1,-999,1,0,D-8702033,-999,-999,-999,5,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,201,florida melee laid to suspects death,1987/02/21/0015310.xml
60,19179,BELINDA SICHULA,15504,NYT,2,21,1987,2,20,1987,1,8702034,2,FLORIDA MELEE LAID TO SUSPECTS DEATH,0,YOUTHS,MELEE,"TAMPA, FL",POLICE,ANGRY ABOUT DEATH OF YOUTH BLACK MEN DURING ARREST,"COLLECTIVE, CLAIMS MADE, PUBLIC",5,1,32,1,FL,,,,1,TAMPA,,-999,,0,-999,3,1,700,-999,-999,-999,-999,-999,0,-999,-999,-999,-999,-999,0,-999,,,,,1518,1,-999,-999,-999,-999,-999,-999,12,-999,-999,-999,62,61,55,-999,1,1,0,1,1,1,0,0,7,-999,1,-999,1,0,,-999,-999,-999,5,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,201,florida melee laid to suspects death,1987/02/21/0015310.xml
61,19181,BELINDA SICHULA,15504,NYT,2,22,1987,2,21,1987,1,8702036,1,KLAN PROTESTS SLAYING OF PRINCIPAL IN GEORGIA,0,KKK,RALLY W/ 300 ONLOOKERS,"OUTSIDE COURTHOUSE IN WINDER, GA",BLACKS,PROTESTING KILLING OF WHITE PRINCIPAL BY BLACK STUDENTS,,32,1,6,1,GA,,,,1,WINDER,,-999,,1,65,-999,1,430,-999,-999,-999,-999,-999,1,1,7,-999,401,-999,1,1,SOUTHERN WHITE KNIGHTS OF KKK,,,,2504,1,-999,-999,-999,-999,-999,-999,1,9,-999,-999,15,27,-999,-999,0,-999,0,1,0,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,201,klan protests slaying of principal in georgia,1987/02/22/0015772.xml
62,19182,BELINDA SICHULA,15504,NYT,2,24,1987,2,23,1987,1,8702037,2,30 SEIZED IN COLUMBIA EVICTION PROTEST,0,RESIDENTS,RALLY,"W. 113TH ST MORNINGSIDE HEIGHTS NYC, NY",COLUMBIA U.,PROTEST SCHOOLS EVICTION OF A TENANT FROM UNIVERSITY OWNED BUILDING,"COLLECTIVE, CLAIMS MADE, PUBLIC",1,2,19,1,NY,,,,1,NEW YORK,,1,MORNINGSIDE HEIGHTS,1,55,-999,3,800,-999,1200,-999,1500,-999,1,1,3,-999,-999,-999,1,1,COLUMIBA UNIVERSITY FAIR HOUSING FOR ALL,,,,1331,3,1342,3,-999,-999,-999,-999,1,-999,-999,-999,28,45,-999,-999,0,-999,0,1,1,0,0,0,30,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1400,30 seized in columbia eviction protest,1987/02/24/0016254.xml
64,19184,BELINDA SICHULA,15504,NYT,2,25,1987,2,24,1987,1,8702039,1,OFFICIALS DERIDE PROPOSAL ON NUCLEAR EVACUATIONS,0,SOCIAL MOVEMENT ACTORS,DEMONSTRATION,"WASHINGTON, DC",GOVERNMENT,PROTESTING NUCLEAR REGULATORY COMMISSIONS PROPOSAL REGARDING NUCLEAR EVACUATION POLICIES,"COLLECTIVE, CLAIMS MADE, PUBLIC",14,1,20,1,DC,,,,1,WASHINGTON,,-999,,0,-999,2,1,1800,-999,-999,-999,-999,-999,1,1,1,-999,-999,-999,0,-999,,,,,200,1,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,64,42,59,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,801,officials deride proposal on nuclear evacuations,1987/02/25/0016465.xml
65,19185,BELINDA SICHULA,15504,NYT,2,28,1987,2,26,1987,1,8702040,1,MEDICARE PATIENTS LOBBY IN NEW HAMPSHIRE,0,RESIDENTS OF REST HOMES AND NURSING HOMES WHO ARE ON,LOBBYING,"CONCORD, NH",GOVERNMENT,INCREASE MEDICARE BENEFITS,"COLLECTIVE, CLAIMS MADE, PUBLIC",11,1,1,1,NH,,,,1,CONCORD,,-999,,0,-999,2,1,1700,900,-999,-999,-999,-999,1,2,1,5,-999,-999,0,-999,,,,,1324,1,2900,1,-999,-999,-999,-999,9,-999,-999,-999,40,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,301,medicare patients lobby in new hampshire,1987/02/28/0017408.xml
66,19186,CARISSA WONG,15508,NYT,3,1,1987,-999,-999,1986,-999,8703001,1,WINTER WEATHER REVIVES ROAD-SALT DEBATE,1,RESIDENTS IN NORTH SALEM (JOHN AND PATRICIA CANNING),FILED A $1 MILLION LAWSUIT,NORTH SALEM,"THE TOWN OFFICIALS OF NORTH SALEM, GOVERNMENT",TO PROTEST THE USE OF SALT TO MELT ICE ON ROADS IT POLLUTES WATER SUPPLIES,"COLLECTIVE, CLAIMS MADE, PUBLIC",1,2,28,1,NY,,,,1,NORTH SALEM,,1,WESTCHESTER COUNTY,1,2,-999,1,1500,-999,-999,-999,-999,-999,1,1,1,-999,-999,-999,0,-999,,,,,1113,1,-999,-999,-999,-999,-999,-999,18,-999,-999,-999,97,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,701,winter weather revives roadsalt debate,1987/03/01/0017909.xml
67,19187,CARISSA WONG,15508,NYT,3,1,1987,-999,-999,1985,-999,8703002,1,WINTER WEATHER REVIVES ROAD-SALT DEBATE,1,CAMBRIDGE ASSOCIATES - OWNERS OF NORTH SALEM SHOPPIN,FILED A $MILLION LAWSUIT,NORTH SALEM,"TOWN OFFICIALS, GOVERNMENT",TO PROTEST THE USE OF SALT TO MELT ICE ON ROADS POLLUTES WATER SUPPLY,"COLLECTIVE, CLAIMS MADE, PUBLIC",1,2,28,1,NY,,,,1,NORTH SALEM,,1,WESTCHESTER COUNTY,1,2,-999,1,1500,100,-999,-999,-999,-999,1,1,1,-999,-999,-999,1,1,CAMBRIDGE ASSOCIATES,,,,1113,1,-999,-999,-999,-999,-999,-999,18,-999,-999,-999,97,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,701,winter weather revives roadsalt debate,1987/03/01/0017909.xml
68,19188,CARISSA WONG,15508,NYT,3,4,1987,2,26,1987,1,8703003,1,A JERSEY TOWN FIGHTS THE NAVY OVER HOUSING,1,ABOUT 30 WOMEN,PICKETED,OUTSIDE THE NAVAL WEAPONS STATION EARLES GATES,"THE NAVY, GOVERNMENT","TO PROTEST THE BUILDING OF 500 TOWNHOMES, CAUSING AN INCREASE IN TOWN POPULATION","COLLECTIVE, CLAIMS MADE, PUBLIC",1,B,24,1,NJ,,,,1,COLTS NECK,,-999,,1,2,-999,1,500,1500,-999,-999,-999,-999,1,1,1,-999,-999,-999,0,-999,,,,,1331,3,1400,3,-999,-999,-999,-999,4,-999,-999,-999,20,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1400,a jersey town fights the navy over housing,1987/03/04/0018548.xml
69,19189,CARISSA WONG,15508,NYT,3,5,1987,3,4,1987,1,8703004,1,MRS. WHITEHEADS PARENTS SEEK RIGHT TO VISIT BABY M,0,MOTHERS,HELD SIGNS,OUTSIDE COURT IN HACKENSACK,GOVERNMENT,TO SUPPORT THE BIOLOGICAL MOTHS RIGHT TO CUSTODY,"COLLECTIVE, CLAIMS MADE, PUBLIC",1,B,1,1,NJ,,,,1,HACKENSACK,,-999,,0,-999,1,1,500,1800,-999,-999,-999,-999,1,1,1,-999,-999,-999,0,-999,,,,,1400,3,-999,-999,-999,-999,-999,-999,1,-999,-999,-999,20,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1208,mrs whiteheads parents seek right to visit baby m,1987/03/05/0018907.xml
70,19192,CARISSA WONG,15508,NYT,3,7,1987,3,6,1986,1,8703007,1,BISHOPS ALLOW WOMEN TO PARTICIPATE IN A RITE,1,ST. MARY CHURCHS REVEREND AND WOMEN,WASHED WOMENS FEET DURING HOLY THURSDAY,PITTSBURGH,"BISHOP ANTHONY BEVILACQUA, ROMAN CATHOLIC CHURCH",TO PROTEST THE BANNING OF WOMEN FROM TAKING PART OF FOOT-WASHING ON HOLY THURSDAY,"COLLECTIVE, CLAIMS MADE, PUBLIC",9,1,4,1,PA,,,,1,PITTSBURGH,,-999,,1,2,-999,2,1100,600,500,1100,-999,-999,1,1,2,-999,-999,-999,1,1,ST. MARY CHURCH,,,,600,1,1351,3,-999,-999,-999,-999,1,-999,-999,-999,31,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,202,bishops allow women to participate in a rite,1987/03/07/0019299.xml
71,19193,CARISSA WONG,15508,NYT,3,8,1987,3,7,1987,1,8703008,1,THE BATTLE OF BLUFF POINT: RECREATION VS. CONSERVATION,1,RESIDENTS AND NON-RESIDENTS,SIGNED A PETITION,GROTON AND NEIGHBORING COMMUNITIES,STATE AND GOVERNMENT,TO BUILD/ OPEN A PUBLIC BATHING BEACH AND EDUCATIONAL CENTER AT BLUFF POINT,"COLLECTIVE, CLAIMS MADE, PUBLIC",2,2,22,1,CT,,,,1,GROTON,,1,BLUFF POINT,1,3500,-999,2,1500,-999,1800,-999,-999,-999,1,1,1,-999,-999,-999,0,-999,,,,,1106,3,1100,3,-999,-999,-999,-999,9,-999,-999,-999,18,-999,-999,-999,0,-999,1,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,709,the battle of bluff point recreation vs conservation,1987/03/08/0019949.xml
72,19194,CARISSA WONG,15509,NYT,3,9,1987,3,7,1987,1,8703009,1,HOMOSEXUAL GROUP HOLDS ITS FINAL MASS,0,"ABOUT 1,000 ROMAN CATHOLIC HOMOSEXUALS AND SUPPORTER","HELD A MASS, MARCHED 4 BLOCKS, CHANTED AND CARRIED CANDLES AND BANNERS",NYC - MANHATTAN,ARCHDIOCESE OF NEW YORK,TO PROTEST THE END OF MASSES HELD BY AN ORGANIZATION THAT CONDONES HOMOSEXUALITY,"COLLECTIVE, CLAIMS MADE, PUBLIC",3,B,17,1,NY,,,,1,NEW YORK,,1,MANHATTAN,0,-999,4,1,1100,1800,-999,-999,-999,-999,1,1,2,-999,-999,-999,1,1,DIGNITY NEW YORK,,,,1351,3,1600,1,-999,-999,-999,-999,1,2,-999,-999,31,22,20,4,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3100,homosexual group holds its final mass,1987/03/09/0020092.xml
73,19195,CARISSA WONG,15509,NYT,3,9,1987,1,-999,1987,1,8703010,1,CAMPUS RACE INCIDENTS DISQUIET U. OF MICHIGAN,1,UNKNOWN,KNOCKED DOWN A WOODEN SHANTY AND BURNED IT,U. OF MICHIGAN,SOUTH AFRICAN GOVERNMENT AND U. OF MICHIGAN,TO PROTEST S. AFRICAS RACIAL SEPERATION,"COLLECTIVE, CLAIMS MADE, PUBLIC",12,A,28,1,MI,,,,1,ANN ARBOR,,-999,,0,-999,1,1,1800,400,-999,-999,-999,-999,1,2,4,3,-999,-999,0,-999,,,,,1006,1,1342,3,-999,-999,-999,-999,10,-999,-999,-999,62,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,1,-999,0,0,,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1912,campus race incidents disquiet u of michigan,1987/03/09/0020091.xml
78,19200,CARISSA WONG,15509,NYT,3,9,1987,3,7,1987,1,8703015,2,BLACKS MARCH IN MISSISSIPPI TO CONDEMN BIAS IN SCHOOLS,0,ABOUT 700 BLACK DEMONSTRATORS,"RALLIED, MARCHED, AND CHANTED ""WE SHALL OVERCOME""","SENATOBIA, MS",MISSISSIPPI SCHOOL SYSTEM,TO PROTEST DISCRIMINATION OF BLACKS WITH HIRING POLICIES,"COLLECTIVE, CLAIMS MADE, PUBLIC",12,A,10,1,MS,,,,1,SENATOBIA,,-999,,0,-999,4,1,401,1800,-999,-999,-999,-999,1,2,1,3,-999,-999,1,1,NAACP,,,,1505,1,1342,3,-999,-999,-999,-999,1,2,-999,-999,27,22,28,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,D-8703015,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,201,blacks march in mississippi to condemn bias in schools,1987/03/09/0020111.xml
79,19201,CARISSA WONG,15509,NYT,3,9,1987,2,17,1987,26,8703016,2,BLACKS MARCH IN MISSISSIPPI TO CONDEMN BIAS IN SCHOOLS,1,ABOUT 500 BLACK STUDENTS,BOYCOTTED THE SENATOBIA SCHOOL DISTRICT,SENATOBIA,MISSISSIPPI SCHOOL SYSTEM AND SUPERINTENDENT,TO PROTEST DISCRIMINATION AGAINST BLACKS IN EMPLOYMENT,"COLLECTIVE, CLAIMS MADE, PUBLIC",12,A,10,1,MS,,,,1,SENATOBIA,,-999,,0,-999,4,1,401,700,-999,-999,-999,-999,1,2,3,1,-999,-999,1,1,NAACP,,,,1505,1,1342,3,-999,-999,-999,-999,14,-999,-999,-999,54,-999,-999,-999,0,-999,0,0,-999,0,0,-999,-999,-999,0,-999,0,0,D-8702032,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,201,blacks march in mississippi to condemn bias in schools,1987/03/09/0020111.xml
